tweet_id,rag_context_text
20483,"[CUSTOMER] ok, and were you given some information? ^AS"
20484,[CUSTOMER] Please connect with us here: and we'll help you with this. ^HK
20487,[CUSTOMER] I have forwarded your comment as a feedback internally for a review. Appreciate your understanding. (3/3) ^SI
20488,[CUSTOMER] Amazon.in has recently introduced the Prime membership and we are trying to provide you the best possible offers. (2/3) ^SI
20489,[CUSTOMER] Both these websites operate independently and hence provide different set of offers with Prime. (1/3) ^SI
20490,"[CUSTOMER] The cash load feature isn't available with Amazon Now orders currently, Jigar."
20733,[CUSTOMER] Je vous renouvelle mes excuses. j'espère que le problème a été résolu. ^YL
20737,"[CUSTOMER] sorry to hear that, can you contact us here: we'd like to help ^AS"
20742,"[CUSTOMER] Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
20746,"[CUSTOMER] Mi spiace, hai segnalato l'accaduto al nostro Servizio Clienti? ^GA"
20749,[CUSTOMER] Puoi contattare tramite questo link: A presto! ^CS
20745,[CUSTOMER] Request you to wait till estimate delivery date for an update. I'm positive that it will be delivered accordingly. ^RW
20752,"[CUSTOMER] a degraded experience. So for the best experience, you need both PFM India and language English India. (3/3) ^VM"
20755,[CUSTOMER] Please get in touch with us via and we'll check this out. ^AM
20759,"[CUSTOMER] You should receive it today or tomorrow according to the tracking information, unfortunately I can't look into it further here ^AS"
20761,[CUSTOMER] I understand. Parcels can be delivered up to 21:00. Please let us know if the order does not arrive by that time. ^AL
20763,[CUSTOMER] I'm so sorry! We don't have access to order information via Twitter. What does the tracking show here? ^TK
20765,[CUSTOMER] Woohoo! That's awesome! I hope if you ever need anything you will let us know. :-) ^AK
20757,"[CUSTOMER] India preferred market place. However, if you have PFM India but not English India, you will still have.(2/3)^VM"
20758,"[CUSTOMER] For the India skills, you don't necessarily need to have English India as language. What you need is (1/3) ^VM"
21011,"[CUSTOMER] We're sorry to hear that, Anand. Could you please tell us what went wrong so we could check? ^HK"
21013,"[CUSTOMER] As you have filled the form, you will receive an email here: ^RW"
21016,[CUSTOMER] be able to provide any further insight on this. 2/2 ^SH
21017,[CUSTOMER] The resolution provided by our specialist team over the email is the best we can offer. I'm sorry we'll not 1/2 ^SH
21024,[CUSTOMER] That's strange! We'd like to investigate this issue further. Please contact us here: ^ZH
21026,[CUSTOMER] Hi. I'm sorry to hear that. Have you tried by phone/chat for a swifter response? ^DC
21029,[CUSTOMER] You can try requesting a call back here: ^PK
21030,[CUSTOMER] Sorry for the trouble with your account! You're welcome to reach out to us here: ^BG
21034,[CUSTOMER] Apologies. That's certainly unexpected. Kindly report it here: and our team will look into it. ^AB
21036,[CUSTOMER] Vous pouvez contacter la poste afin de demander une relivraison ou un dépôt en bureau de poste. ^ARC
21039,"[CUSTOMER] J'en suis navrée. En effet, certains transporteurs effectuent une nouvelle livraison à domicile et la poste en fait partie."
21040,"[CUSTOMER] Bonjour Guillaume, je suis désolé pour cela. Etiez-vous présent lors du passage du livreur? ^ARC"
21042,[CUSTOMER] I get your disappointment.Please fill your details in the link provided to you earlier so that we can assist you accordingly.^SC
21044,"[CUSTOMER] Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
21046,[CUSTOMER] I'm sorry for the delay with your order. Please reach out to our support team here: for assistance.^RW
21049,[CUSTOMER] I'd like to look into the issue and assist you with it. Please provide your details here: 1/2 ^SH
21052,[CUSTOMER] Sorry about that. Could you please check if you've received an email in response to the details you shared earlier? ^NR
21054,"[CUSTOMER] If you've provided the details earlier in the link, you should've received an email from the social media team. ^NR"
21058,"[CUSTOMER] Apologies for the experience, Ananya. We've sent a correspondence to your registered email. Please reply &amp; we'll assist. ^SV"
21057,"[CUSTOMER] We'll not be able to access your account over social media, Ananya. Please reply to the email and we'll get back to you. ^HD"
21064,[CUSTOMER] to locate the email then please resubmit the details in the link provided by ^SH and we'll reach out to you. (2/2) ^KA
21068,[CUSTOMER] Please provide your details here: &amp; we'll reach out to you again &amp; assist you with your concern.^SF
21070,[CUSTOMER] can look into the issue and get back to you. 2/2 ^SH
21073,[CUSTOMER] Thank you for sharing the details. We're working on it &amp; we'll get back to you soon with an update. ^SY
21075,"[CUSTOMER] Please allow us 6-12 hours to get back to you with an update. Appreciate your patience, Ananya. ^JC"
21071,[CUSTOMER] We haven't received your details yet. Kindly share your details through the link provided above so that we 1/2 ^SH
21065,[CUSTOMER] Sorry for the inconvenience. You may check the email from our team here: if you are unable (1/2) ^KA
21050,[CUSTOMER] and I'll get back to you. 2/2 ^SH
21076,"[CUSTOMER] Hi, apologies. Carriers should not follow handwritten delivery notes. You can set them on your acc: ^JJ"
21080,[CUSTOMER] Please reach out to us directly here: and we can look into this. ^PK
21081,[CUSTOMER] Our Twitter page is visible to public. 3/3 ^SB
21083,[CUSTOMER] I'm sorry about the delay in refund. Please escalate this to our support team here: 1/3 ^SB
21084,[CUSTOMER] We'll look into it. Please don’t provide your order/account details as we consider them to be personal information. 2/3 ^SB
21085,"[CUSTOMER] sorry to hear that, sometimes delays happen for unforeseen reasons. ^AS"
21089,"[CUSTOMER] Hi, please request a call here: to look into this. ^JJ"
21091,[CUSTOMER] My apologies Frances. What was the expected delivery date given at the time the order was placed? ^DC
21094,"[CUSTOMER] sorry to hear that, delays can happen sometimes for unforeseen reasons, its not what we want you to experience. ^AS"
